index,X,Y,FID,FEATURE_ID,NAME,ADDRESS,ADDRESS2,ADDRESS3,CITY,STATE,ZIP,COUNTY,PHONE,LATITUDE,LONGITUDE,MATCHSTATU,PLACEMENT,CENSUSCODE,BUSINESSNA,cluster
35976,-77.50661698,38.35211202,38977,25827,The UPS Store,754 Warrenton Rd, , ,Fredericksburg,VA,22406,Stafford,540-361-4955,38.352112,-77.506617,OK, ,511790103022026, ,7
35994,-77.46493999,38.27653501,38995,25833,UPS Customer Center,11500 Shannon Dr, , ,Fredericksburg,VA,22408,Spotsylvania,800-742-5877,38.276535,-77.46494,OK, ,511770202003004,Staffed Location,7
35995,-77.09415898,38.88838202,38996,25729,UPS Alliance Location,1515 Courthouse Rd, , ,Arlington,VA,22201,Arlington,703-387-0990,38.888382,-77.094159,Zip Centroid,\nPlacement: Zip Centroid,510131015003003,Office Depot Copy Center,1
38296,-78.182622,38.91029898,37297,24912,UPS Customer Center,912 John Marshall Hwy, , ,Front Royal,VA,22630,Warren,800-742-5877,38.910299,-78.182622,OK, ,511870206004021,Staffed Location,1
38305,-77.79859601,38.72870501,37306,24918,UPS Alliance Location,251 W Lee Hwy, , ,Warrenton,VA,20186,Fauquier,540-347-5989,38.728705,-77.798596,OK, ,510619903012026,Staples Aso 01585,1
38307,-77.786145,38.72756,37308,24919,Authorized Shipping Outlet,41w Lee Hwy, , ,Warrenton,VA,20186,Fauquier,540-347-5259,38.72756,-77.786145,OK, ,510619903012019,U S Parcel Mailing,1
38308,-78.00115798,38.46203699,37309,24920,Authorized Shipping Outlet,205 Southgate Shopping Center, , ,Culpeper,VA,22701,Culpeper,540-825-6761,38.462037,-78.001158,OK, ,510479905004006,Copy Right,7
38309,-77.76629,38.57834299,37310,24921,Authorized Shipping Outlet,11083 Marsh Rd,Ste D, ,Bealeton,VA,22712,Fauquier,540-439-7204,38.578343,-77.76629,OK, ,510619907022028,U.S. Parcel Mailing,7
38312,-77.98294498,39.151892,37313,25029,Authorized Shipping Outlet,107 W Main St, , ,Berryville,VA,22611,Clarke,540-955-9098,39.151892,-77.982945,OK, ,510430101003012,Worksmart Shipping Solutions,1
38313,-78.175439,39.16140599,37314,25030,The UPS Store,4 Weems Ln, , ,Winchester,VA,22601,Winchester City,540-662-3339,39.161406,-78.175439,OK, ,518400003021003, ,1
38333,-78.16736999,39.16299502,37334,25051,UPS Alliance Location,2045 Pleasant Valley Rd, , ,Winchester,VA,22601,Winchester City,540-667-2893,39.162995,-78.16737,OK, ,518400003024006,Staples Aso 00351,1
38369,-78.20306898,39.08077302,37370,26233,Authorized Shipping Outlet,352 Fairfax Pike, , ,Stephens City,VA,22655,Frederick,540-869-9002,39.080773,-78.203069,OK, ,510690508003000,"E-Z Mail,llc",1
38370,-78.17544098,39.154741,37371,26237,Authorized Shipping Outlet,2516 S Pleasant Valley Rd, , ,Winchester,VA,22601,Winchester City,540-722-9620,39.154741,-78.175441,OK, ,518400003024000,Pak Mail,1
38373,-78.19737198,38.93510499,37374,26259,Authorized Shipping Outlet,122 W 14th St, , ,Front Royal,VA,22630,Warren,540-635-7997,38.935105,-78.197372,OK, ,511870204001001,Postal Business Center,1
38378,-78.35718199,38.987967,37379,26267,Authorized Shipping Outlet,390 E King St, , ,Strasburg,VA,22657,Shenandoah,540-465-2247,38.987967,-78.357182,OK, ,511710401002031,Four Star Printing,1
38379,-78.51723202,38.86776999,37380,26268,Authorized Shipping Outlet,916 S Main St, , ,Woodstock,VA,22664,Shenandoah,540-459-2247,38.86777,-78.517232,OK, ,511710405003054,Four Star Printing,1
38391,-78.85449499,38.43253,37392,26636,UPS Alliance Location,265 Burgess Rd, , ,Harrisonburg,VA,22801,Harrisonburg City,540-432-1844,38.43253,-78.854495,OK, ,516600002014000,Staples Aso 00303,4
38392,-78.847197,38.43504799,37393,26637,UPS Alliance Location,1790 E Market St, , ,Harrisonburg,VA,22801,Harrisonburg City,540-432-6234,38.435048,-78.847197,OK, ,516600001005011,Office Depot/Copy Center,4
38393,-78.86974599,38.431144,37394,26638,Authorized Shipping Outlet,600 University Blvd,D, ,Harrisonburg,VA,22801,Harrisonburg City,540-433-2679,38.431144,-78.869746,OK, ,516600002021000,Kisamore Parcel Pack,4
38845,-78.84690099,38.43483702,37846,21374,The UPS Store,1866 E Market St,C, ,Harrisonburg,VA,22801,Harrisonburg City,540-433-6245,38.434837,-78.846901,OK, ,516600001005011, ,4
